id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PCSK2	5	0.28216	0.48706	0.999998	1311	3	-0.076174	0.85447	0.8653	0.999998	2284	1	-0.076174
LRAT	5	0.28249	0.48739	0.999998	1312	2	0.020645	0.59899	0.73634	0.999998	1800	2	0.020645
PKIG	5	0.28254	0.48747	0.999998	1313	3	-0.06837	0.45403	0.62057	0.999998	1446	1	-0.06837
STK38L	5	0.28279	0.48782	0.999998	1314	3	-0.14453	0.80117	0.83414	0.999998	2163	1	-0.14453
CYSLTR1	5	0.28312	0.4882	0.999998	1315	2	0.079056	0.32268	0.52129	0.999998	1187	2	0.079056
COX7A1	5	0.28354	0.48868	0.999998	1316	2	0.27379	0.018846	0.062516	0.630857	274	3	0.27379
MAPK10	5	0.28382	0.48903	0.999998	1317	3	-0.071613	0.88294	0.88578	0.999998	2359	1	-0.071613
S100A13	5	0.28446	0.48977	0.999998	1318	3	-0.066007	0.87615	0.88058	0.999998	2344	1	-0.066007
EIF2AK2	5	0.28487	0.49026	0.999998	1319	3	-0.085227	0.48027	0.64098	0.999998	1505	1	-0.085227
S100A11	5	0.28503	0.49046	0.999998	1320	2	0.044784	0.21325	0.39586	0.999998	887	2	0.044784
LPA	5	0.2851	0.49053	0.999998	1321	3	-0.079061	0.91265	0.91291	0.999998	2460	0	-0.079061
non-targeting_00035	1	0.28598	0.28551	0.94697	1322	1	-0.15583	0.71402	0.71387	0.999998	2020	0	-0.15583
PRKCH	5	0.28619	0.49191	0.999998	1323	1	0.13824	0.23827	0.42878	0.999998	967	3	0.13824
HLA-A	5	0.28638	0.49217	0.999998	1324	3	-0.07854	0.5377	0.68656	0.999998	1643	2	-0.07854
GCK	5	0.28648	0.49228	0.999998	1325	1	0.15317	0.0615	0.16753	0.992554	463	4	0.15317
TYRO3	5	0.28664	0.49247	0.999998	1326	3	-0.12714	0.35928	0.54869	0.999998	1250	2	-0.12714
RENBP	5	0.28679	0.49261	0.999998	1327	2	0.051825	0.19545	0.37171	0.999998	844	2	0.051825
PTPRB	5	0.2869	0.49274	0.999998	1328	3	-0.054247	0.95278	0.95298	0.999998	2626	0	-0.054247
ATP2C1	5	0.28707	0.49301	0.999998	1329	1	0.14155	0.052999	0.14795	0.95661	426	4	0.14155
CPT2	5	0.2871	0.49305	0.999998	1330	2	0.029518	0.92786	0.92789	0.999998	2511	0	0.029518
DUSP6	5	0.28726	0.49328	0.999998	1331	2	-0.070584	0.93868	0.93888	0.999998	2564	0	-0.070584
GRIN2C	5	0.28736	0.49338	0.999998	1332	2	0.024243	0.093326	0.2262	0.999998	555	1	0.024243
MAPK9	5	0.28765	0.49374	0.999998	1333	2	-0.0014215	0.60343	0.73998	0.999998	1810	2	-0.0014215
CDKL5	5	0.28767	0.49376	0.999998	1334	3	-0.080919	0.8595	0.86858	0.999998	2298	1	-0.080919
non-targeting_00236	1	0.28767	0.28723	0.94697	1335	1	-0.1003	0.71233	0.7121	0.999998	2017	0	-0.1003
DAPK2	5	0.2878	0.49396	0.999998	1336	3	-0.14561	0.59078	0.72963	0.999998	1773	2	-0.14561
PPARD	5	0.28844	0.49478	0.999998	1337	3	-0.082812	0.81069	0.83921	0.999998	2185	1	-0.082812
OXT	5	0.28882	0.49528	0.999998	1338	1	0.073563	0.36852	0.55552	0.999998	1265	2	0.073563
PNPO	5	0.29037	0.49715	0.999998	1339	3	-0.08818	0.67167	0.77944	0.999998	1946	1	-0.08818
PGD	5	0.29102	0.4979	0.999998	1340	3	-0.096183	0.97522	0.97564	0.999998	2709	0	-0.096183
PPP1R21	5	0.29145	0.4985	0.999998	1341	1	0.45297	0.021521	0.069669	0.662154	293	3	0.45297
PKIB_P2	5	0.29157	0.49863	0.999998	1342	2	-0.021303	0.89555	0.89654	0.999998	2388	1	-0.021303
LEPREL2	5	0.29204	0.49925	0.999998	1343	2	0.066706	0.27265	0.47402	0.999998	1080	3	0.066706
PRSS1_P2	5	0.29257	0.49993	0.999998	1344	3	-0.10424	0.36917	0.55598	0.999998	1268	2	-0.10424
EGLN2_P2	5	0.29262	0.49996	0.999998	1345	1	0.16145	0.054235	0.15076	0.96012	430	4	0.16145
F7	5	0.2927	0.50004	0.999998	1346	3	-0.074243	0.86731	0.87404	0.999998	2315	1	-0.074243
PANK2	5	0.29378	0.50139	0.999998	1347	1	0.0099203	0.36658	0.55414	0.999998	1262	2	0.0099203
RYK	5	0.29381	0.50143	0.999998	1348	3	-0.099198	0.15199	0.31134	0.999998	703	2	-0.099198
SERPINB3	5	0.29407	0.50175	0.999998	1349	1	0.033771	0.33597	0.53092	0.999998	1208	2	0.033771
ERN2	5	0.29436	0.50209	0.999998	1350	2	0.018172	0.38117	0.56488	0.999998	1297	2	0.018172
PCCB_P2	5	0.29516	0.50297	0.999998	1351	3	-0.060382	0.84268	0.8577	0.999998	2256	1	-0.060382
MAPK13_P2	5	0.29581	0.50386	0.999998	1352	3	-0.053569	0.94973	0.94983	0.999998	2609	0	-0.053569
non-targeting_00080	1	0.2959	0.29563	0.949243	1353	1	-0.091284	0.7041	0.70397	0.999998	2008	0	-0.091284
CTLA4	5	0.29605	0.5041	0.999998	1354	2	-0.015052	0.91751	0.91773	0.999998	2475	0	-0.015052
PTPN5	5	0.29607	0.50411	0.999998	1355	3	-0.084093	0.3274	0.52481	0.999998	1196	2	-0.084093
NDUFA7	5	0.29611	0.50416	0.999998	1356	1	0.75665	0.01871	0.062128	0.630857	271	3	0.75665
PAM_ENST00000438793.3	5	0.29621	0.50425	0.999998	1357	2	-0.059459	0.73601	0.80382	0.999998	2049	1	-0.059459
NPSR1	5	0.29672	0.50487	0.999998	1358	3	-0.063721	0.96581	0.96627	0.999998	2673	0	-0.063721
non-targeting_00165	1	0.29697	0.29666	0.949326	1359	1	-0.14076	0.70303	0.70294	0.999998	2005	0	-0.14076
APOH_P2	5	0.29733	0.50562	0.999998	1360	2	0.078761	0.25345	0.44907	0.999998	1009	3	0.078761
DGKH_P2	5	0.29737	0.50565	0.999998	1361	3	-0.0943	0.9379	0.93809	0.999998	2561	0	-0.0943
AVPR1A	5	0.29776	0.50616	0.999998	1362	3	-0.10196	0.18429	0.35665	0.999998	809	2	-0.10196
MUC2	5	0.29785	0.50626	0.999998	1363	2	-0.040395	0.79627	0.83162	0.999998	2156	1	-0.040395
BBOX1_P2	5	0.29829	0.50677	0.999998	1364	2	0.08531	0.26585	0.46519	0.999998	1048	3	0.08531
GRM7_P2	5	0.29971	0.50857	0.999998	1365	3	-0.05453	0.55341	0.69902	0.999998	1672	2	-0.05453
CERKL_P2	5	0.29989	0.50878	0.999998	1366	2	-0.032047	0.36739	0.5547	0.999998	1263	2	-0.032047
DGKQ_P2	5	0.30021	0.50915	0.999998	1367	2	-0.015181	0.62283	0.75604	0.999998	1869	2	-0.015181
DHFRL1	5	0.3016	0.51096	0.999998	1368	1	0.044264	0.28241	0.48661	0.999998	1105	3	0.044264
ETNK1	5	0.30193	0.51139	0.999998	1369	3	-0.077304	0.82855	0.84919	0.999998	2219	1	-0.077304
LTA	5	0.30206	0.51158	0.999998	1370	3	-0.069527	0.14164	0.29644	0.999998	676	2	-0.069527
non-targeting_00003	1	0.30212	0.30183	0.952929	1371	1	-0.15383	0.69788	0.69785	0.999998	1997	0	-0.15383
OAZ2	5	0.30218	0.51172	0.999998	1372	2	0.011328	0.9052	0.90553	0.999998	2432	1	0.011328
FNTB	5	0.30294	0.5127	0.999998	1373	2	0.088667	0.43571	0.60597	0.999998	1413	2	0.088667
PKIB_P1	5	0.30333	0.5132	0.999998	1374	2	-0.058508	0.54506	0.69228	0.999998	1658	1	-0.058508
BHMT	5	0.30337	0.51324	0.999998	1375	3	-0.063195	0.27835	0.48133	0.999998	1097	2	-0.063195
AK2	5	0.30374	0.51364	0.999998	1376	3	-0.074647	0.36528	0.55332	0.999998	1260	2	-0.074647
MAP2K4	5	0.30376	0.51367	0.999998	1377	3	-0.075541	0.10955	0.25006	0.999998	592	2	-0.075541
TRPV3_P2	5	0.30448	0.51452	0.999998	1378	2	0.0033718	0.91834	0.91851	0.999998	2481	0	0.0033718
CDK15_ENST00000374598.4	5	0.30481	0.51497	0.999998	1379	3	-0.068343	0.18755	0.36088	0.999998	817	1	-0.068343
RPS6KB2	5	0.30486	0.51503	0.999998	1380	2	0.19731	0.094435	0.22806	0.999998	557	3	0.19731
ACAN	5	0.30506	0.51524	0.999998	1381	1	0.28574	0.17745	0.34712	0.999998	779	3	0.28574
SV2A	5	0.30518	0.5154	0.999998	1382	2	0.014614	0.26412	0.46284	0.999998	1044	2	0.014614
TAT	5	0.30573	0.5161	0.999998	1383	3	-0.07094	0.97678	0.9772	0.999998	2714	0	-0.07094
PLA2G2E	5	0.30586	0.51628	0.999998	1384	3	-0.054016	0.84171	0.85711	0.999998	2254	1	-0.054016
ENST00000534999.1	5	0.30652	0.51703	0.999998	1385	3	0.0	0.96418	0.96462	0.999998	2665	0	0.0
CACNB4_ENST00000360283.6	5	0.30652	0.51703	0.999998	1386	3	0.0	0.96418	0.96462	0.999998	2666	0	0.0
GRM2	5	0.30678	0.51737	0.999998	1387	2	0.057107	0.28382	0.48837	0.999998	1109	3	0.057107
PRKAB2	5	0.30679	0.51738	0.999998	1388	2	0.078215	0.25505	0.45116	0.999998	1012	3	0.078215
SLC25A6_P1	5	0.30735	0.51802	0.999998	1389	2	-0.03624	0.24169	0.43354	0.999998	975	2	-0.03624
HIPK3_P2	5	0.30744	0.51816	0.999998	1390	3	-0.13455	0.27941	0.48276	0.999998	1098	2	-0.13455
BMPR1B	5	0.30757	0.51835	0.999998	1391	3	-0.092629	0.32353	0.52189	0.999998	1189	2	-0.092629
DHRS4	5	0.30783	0.51864	0.999998	1392	3	-0.072227	0.61105	0.74627	0.999998	1832	1	-0.072227
non-targeting_00245	1	0.30811	0.30753	0.956786	1393	1	-0.17217	0.69189	0.69195	0.999998	1984	0	-0.17217
CNKSR3	5	0.30821	0.51907	0.999998	1394	1	0.29779	0.12599	0.27396	0.999998	636	3	0.29779
PADI3	5	0.3085	0.51947	0.999998	1395	2	0.14964	0.10746	0.24715	0.999998	588	3	0.14964
PNCK	5	0.30904	0.52019	0.999998	1396	2	0.02325	0.77731	0.82218	0.999998	2122	1	0.02325
ADRA1A	5	0.30954	0.52081	0.999998	1397	3	-0.065826	0.94593	0.94604	0.999998	2592	0	-0.065826
F10	5	0.31007	0.52148	0.999998	1398	3	-0.071448	0.29756	0.50267	0.999998	1144	1	-0.071448
PPP1R37	5	0.31021	0.52165	0.999998	1399	2	0.2244	0.028194	0.087251	0.757957	319	3	0.2244
TSSK6	5	0.3106	0.52214	0.999998	1400	3	-0.089251	0.036532	0.10829	0.831079	361	1	-0.089251
MUSK	5	0.31073	0.5223	0.999998	1401	3	-0.04571	0.60372	0.74029	0.999998	1811	2	-0.04571
NUDT9	5	0.31099	0.52259	0.999998	1402	3	-0.13058	0.93983	0.94004	0.999998	2569	0	-0.13058
non-targeting_00004	1	0.3115	0.31093	0.96025	1403	1	-0.14442	0.6885	0.68839	0.999998	1976	0	-0.14442
AMN_P2	5	0.31164	0.52328	0.999998	1404	1	0.017757	0.37598	0.56086	0.999998	1281	2	0.017757
MAP3K11_P1	5	0.31209	0.52389	0.999998	1405	2	0.0694	0.088341	0.21883	0.999998	539	3	0.0694
DGKD	5	0.31221	0.52401	0.999998	1406	1	0.023887	0.32063	0.51972	0.999998	1183	2	0.023887
ACY3_P2	5	0.31271	0.52464	0.999998	1407	3	-0.091862	0.83843	0.85504	0.999998	2246	1	-0.091862
LCT	5	0.31337	0.5255	0.999998	1408	3	-0.057344	0.87138	0.87704	0.999998	2329	1	-0.057344
PLA2G2D	5	0.3135	0.52567	0.999998	1409	3	-0.053368	0.37868	0.56292	0.999998	1290	1	-0.053368
non-targeting_00028	1	0.31372	0.31327	0.964769	1410	1	-1.2492	0.68628	0.68626	0.999998	1974	0	-1.2492
RDH14	5	0.31483	0.52725	0.999998	1411	2	-0.016135	0.61777	0.752	0.999998	1852	2	-0.016135
LGALS9	5	0.31505	0.52755	0.999998	1412	1	-0.049334	0.85365	0.86472	0.999998	2280	1	-0.049334
ZFY	5	0.31522	0.52774	0.999998	1413	3	-0.078708	0.78851	0.82772	0.999998	2143	1	-0.078708
DGKA	5	0.31536	0.5279	0.999998	1414	3	-0.086113	0.77417	0.82067	0.999998	2114	1	-0.086113
PTPN3	5	0.31642	0.52929	0.999998	1415	3	-0.071081	0.11792	0.26254	0.999998	616	2	-0.071081
COL2A1	5	0.31647	0.52936	0.999998	1416	2	0.088296	0.14808	0.30579	0.999998	691	3	0.088296
ACSL4	5	0.31668	0.52961	0.999998	1417	3	-0.13107	0.31334	0.51435	0.999998	1168	1	-0.13107
PDE10A	5	0.31721	0.53025	0.999998	1418	3	-0.082104	0.96848	0.96896	0.999998	2683	0	-0.082104
TAF1L	5	0.31735	0.53042	0.999998	1419	3	-0.049929	0.9755	0.97597	0.999998	2711	0	-0.049929
NPPB	5	0.31761	0.53073	0.999998	1420	3	-0.079551	0.53436	0.68372	0.999998	1634	2	-0.079551
ACSS2	5	0.31788	0.53105	0.999998	1421	3	-0.084872	0.91896	0.91916	0.999998	2485	0	-0.084872
PRPS1L1	5	0.31789	0.53107	0.999998	1422	2	-0.029131	0.58511	0.72488	0.999998	1757	1	-0.029131
GLRX2	5	0.31869	0.53185	0.999998	1423	2	-0.0043074	0.056138	0.15522	0.970008	439	2	-0.0043074
EPRS	5	0.31934	0.5323	0.999998	1424	2	0.25649	0.20784	0.3887	0.999998	874	2	0.25649
TRDMT1	5	0.32031	0.53298	0.999998	1425	2	-0.021434	0.59061	0.7295	0.999998	1771	2	-0.021434
ALDH1B1	5	0.32071	0.53326	0.999998	1426	1	0.23005	0.013946	0.049451	0.568826	243	4	0.23005
PIK3R2_P2	5	0.32111	0.53355	0.999998	1427	2	0.17961	0.18106	0.35221	0.999998	794	3	0.17961
ATOX1	5	0.32155	0.53387	0.999998	1428	1	0.17848	0.029425	0.090509	0.766617	326	4	0.17848
non-targeting_00036	1	0.32272	0.32244	0.973749	1429	1	-0.14174	0.67728	0.67714	0.999998	1961	0	-0.14174
CALY_P2	5	0.32296	0.53484	0.999998	1430	1	-0.042252	0.84101	0.85665	0.999998	2251	1	-0.042252
AKR1A1	5	0.32321	0.53499	0.999998	1431	2	-0.18226	0.49983	0.65644	0.999998	1559	2	-0.18226
EGFR	5	0.32465	0.53604	0.999998	1432	2	-0.060021	0.093681	0.22687	0.999998	556	2	-0.060021
non-targeting_00229	1	0.32502	0.32479	0.973749	1433	1	-0.1021	0.67498	0.67497	0.999998	1957	0	-0.1021
ULK3	5	0.32531	0.53652	0.999998	1434	2	0.09925	0.23684	0.42689	0.999998	962	3	0.09925
NDUFA1	5	0.32549	0.53665	0.999998	1435	1	1.8168	0.00016627	0.00073593	0.02573	81	4	1.8168
non-targeting_00243	1	0.32602	0.32577	0.973749	1436	1	-0.064963	0.67398	0.67392	0.999998	1954	0	-0.064963
DNTT	5	0.32633	0.5372	0.999998	1437	2	0.13756	0.091192	0.22289	0.999998	547	3	0.13756
PDPR	5	0.32661	0.5374	0.999998	1438	2	0.023145	0.3416	0.53535	0.999998	1221	2	0.023145
KYNU	5	0.32724	0.53786	0.999998	1439	2	-0.077565	0.95071	0.95075	0.999998	2614	0	-0.077565
GPX6_ENST00000361902.1	5	0.3274	0.53798	0.999998	1440	2	0.025372	0.41609	0.59125	0.999998	1374	2	0.025372
KCNN4	5	0.32745	0.538	0.999998	1441	1	0.017352	0.8277	0.84871	0.999998	2216	1	0.017352
PLIN3	5	0.32821	0.53847	0.999998	1442	2	-0.013712	0.80222	0.83472	0.999998	2165	1	-0.013712
PIK3C2G	5	0.32885	0.53893	0.999998	1443	2	-0.07545	0.8908	0.89252	0.999998	2374	1	-0.07545
non-targeting_00145	1	0.32925	0.32893	0.974769	1444	1	-0.22902	0.67075	0.67083	0.999998	1942	0	-0.22902
SEC14L2	5	0.32996	0.53972	0.999998	1445	2	0.034929	0.48087	0.6414	0.999998	1510	2	0.034929
non-targeting_00206	1	0.33071	0.33039	0.974769	1446	1	-0.074364	0.66929	0.66943	0.999998	1941	0	-0.074364
SLC12A6_P1	5	0.33163	0.54082	0.999998	1447	1	-0.044914	0.56521	0.70849	0.999998	1703	2	-0.044914
CALM2	5	0.33191	0.54101	0.999998	1448	2	-0.051073	0.57982	0.72076	0.999998	1737	2	-0.051073
PTPRN	5	0.33241	0.54134	0.999998	1449	2	0.11995	0.17947	0.34989	0.999998	788	3	0.11995
non-targeting_00212	1	0.33248	0.33213	0.974769	1450	1	-0.094451	0.66752	0.6677	0.999998	1936	0	-0.094451
C4B_ENST00000435363.2	5	0.33298	0.54166	0.999998	1451	2	-0.043809	0.79675	0.83187	0.999998	2157	1	-0.043809
C4A_ENST00000428956.2	5	0.33298	0.54166	0.999998	1452	2	-0.043809	0.79675	0.83187	0.999998	2158	1	-0.043809
non-targeting_00002	1	0.33301	0.33271	0.974769	1453	1	-0.14869	0.66699	0.66716	0.999998	1934	0	-0.14869
CTDSPL	5	0.33302	0.5417	0.999998	1454	1	0.11652	0.27263	0.474	0.999998	1079	3	0.11652
FCRL2	5	0.33322	0.54181	0.999998	1455	2	-0.0030925	0.47341	0.63567	0.999998	1495	2	-0.0030925
GHRHR_P1	5	0.33354	0.542	0.999998	1456	2	0.043174	0.762	0.81524	0.999998	2094	1	0.043174
AKAP11	5	0.33387	0.54223	0.999998	1457	2	0.12127	0.002495	0.010459	0.19233	154	3	0.12127
IKBKG	5	0.33441	0.54263	0.999998	1458	2	0.21581	0.068958	0.18425	0.999998	492	3	0.21581
HRH1_P2	5	0.33525	0.5432	0.999998	1459	2	0.0024842	0.099702	0.23588	0.999998	570	2	0.0024842
DHODH_P2	5	0.33552	0.54338	0.999998	1460	2	-0.056417	0.5845	0.72444	0.999998	1753	2	-0.056417
TARS	5	0.33608	0.5438	0.999998	1461	1	0.74361	0.062806	0.17041	0.997105	469	3	0.74361
PDC	5	0.33635	0.54398	0.999998	1462	2	0.030914	0.41351	0.58929	0.999998	1369	2	0.030914
GNAT1_P2	5	0.33718	0.54465	0.999998	1463	1	0.069525	0.61763	0.75188	0.999998	1851	2	0.069525
DYRK3	5	0.33791	0.54521	0.999998	1464	2	0.065791	0.2763	0.47884	0.999998	1093	3	0.065791
STK10	5	0.33872	0.54585	0.999998	1465	2	-0.0014564	0.35799	0.5478	0.999998	1247	2	-0.0014564
GCH1	5	0.33912	0.54616	0.999998	1466	2	-0.0281	0.346	0.5385	0.999998	1228	2	-0.0281
HMOX2_P2	5	0.33936	0.54634	0.999998	1467	2	-0.029702	0.8166	0.84246	0.999998	2197	1	-0.029702
ALPK3	5	0.33939	0.54635	0.999998	1468	1	0.25005	0.037467	0.11064	0.840031	365	3	0.25005
MYLK3_P1	5	0.33994	0.54676	0.999998	1469	2	-0.038071	0.71009	0.79355	0.999998	2012	1	-0.038071
CTDSP2	5	0.34034	0.54708	0.999998	1470	2	-0.034351	0.17544	0.34448	0.999998	772	2	-0.034351
SCN5A	5	0.34077	0.54741	0.999998	1471	2	0.06261	0.28838	0.49414	0.999998	1122	2	0.06261
non-targeting_00031	1	0.34124	0.34131	0.974769	1472	1	-0.097196	0.65876	0.659	0.999998	1928	0	-0.097196
RPS6KA6	5	0.34131	0.54775	0.999998	1473	2	-0.0022402	0.92889	0.92897	0.999998	2516	0	-0.0022402
PRKCG	5	0.3416	0.54798	0.999998	1474	1	0.030855	0.16152	0.32487	0.999998	732	2	0.030855
IRAK1BP1	5	0.34187	0.54812	0.999998	1475	2	-0.018754	0.92553	0.92553	0.999998	2502	0	-0.018754
ENPEP	5	0.34195	0.54818	0.999998	1476	2	0.036257	0.50729	0.66233	0.999998	1574	2	0.036257
UQCR10	5	0.34269	0.54875	0.999998	1477	2	-0.012517	0.17385	0.34231	0.999998	767	2	-0.012517
IRAK3	5	0.34352	0.54925	0.999998	1478	1	-0.031818	0.93072	0.93083	0.999998	2531	0	-0.031818
GCDH	5	0.34379	0.54947	0.999998	1479	1	0.077186	0.49936	0.65612	0.999998	1557	2	0.077186
TNNC2	5	0.34454	0.54993	0.999998	1480	2	0.0069167	0.90337	0.90367	0.999998	2424	1	0.0069167
LEPRE1	5	0.34489	0.55016	0.999998	1481	2	-0.095584	0.82995	0.85003	0.999998	2224	1	-0.095584
non-targeting_00139	1	0.34769	0.34752	0.974769	1482	1	-0.27103	0.65231	0.65263	0.999998	1920	0	-0.27103
TESK2	5	0.3479	0.55231	0.999998	1483	2	-0.065569	0.51976	0.67228	0.999998	1599	1	-0.065569
STRADA	5	0.34844	0.5528	0.999998	1484	2	0.027812	0.37566	0.56063	0.999998	1280	2	0.027812
MAP2K3	5	0.34859	0.55293	0.999998	1485	2	-0.010702	0.23557	0.42518	0.999998	957	2	-0.010702
TFPI	5	0.35062	0.55439	0.999998	1486	2	-0.066067	0.94906	0.94916	0.999998	2606	0	-0.066067
ALPL_P2	5	0.35144	0.55499	0.999998	1487	1	0.017271	0.5498	0.69615	0.999998	1667	2	0.017271
GLT6D1_ENST00000371763.1	5	0.35225	0.55564	0.999998	1488	2	0.024945	0.84118	0.85677	0.999998	2252	1	0.024945
non-targeting_00066	1	0.35238	0.35217	0.974769	1489	1	-0.097955	0.64762	0.64786	0.999998	1916	0	-0.097955
non-targeting_00131	1	0.35307	0.35289	0.974769	1490	1	-0.16932	0.64693	0.64722	0.999998	1915	0	-0.16932
ACHE_P1	5	0.35361	0.55657	0.999998	1491	2	-0.022189	0.77592	0.82147	0.999998	2118	1	-0.022189
non-targeting_00015	1	0.35561	0.35541	0.974769	1492	1	-0.10873	0.64439	0.64461	0.999998	1913	0	-0.10873
non-targeting_00020	1	0.35568	0.35549	0.974769	1493	1	-0.10188	0.64432	0.64452	0.999998	1911	0	-0.10188
CALM1	5	0.35712	0.55918	0.999998	1494	1	-0.04562	0.87622	0.88063	0.999998	2346	1	-0.04562
SAR1B	5	0.35734	0.55933	0.999998	1495	2	-0.014709	0.95653	0.95682	0.999998	2636	0	-0.014709
TMLHE	5	0.35793	0.55979	0.999998	1496	1	0.032045	0.46157	0.62634	0.999998	1469	2	0.032045
PPP1R11	5	0.3582	0.55995	0.999998	1497	2	0.14078	0.064612	0.17452	0.999998	474	3	0.14078
UGCG	5	0.35848	0.56016	0.999998	1498	2	0.046984	0.5658	0.70899	0.999998	1704	2	0.046984
TPD52L3	5	0.35912	0.56059	0.999998	1499	2	0.028044	0.66756	0.77803	0.999998	1937	1	0.028044
STK24	5	0.35982	0.5611	0.999998	1500	2	0.10575	0.19451	0.37034	0.999998	838	3	0.10575
SEC14L4	5	0.36026	0.5614	0.999998	1501	2	0.091809	0.16352	0.32772	0.999998	736	2	0.091809
PTK2B	5	0.36089	0.56185	0.999998	1502	2	-0.085578	0.83437	0.85245	0.999998	2237	1	-0.085578
CASK	5	0.3617	0.56251	0.999998	1503	1	0.18091	0.070465	0.1877	0.999998	496	3	0.18091
NAGK	5	0.36223	0.56284	0.999998	1504	1	0.031123	0.88588	0.88821	0.999998	2366	1	0.031123
non-targeting_00048	1	0.36337	0.36304	0.974769	1505	1	-0.065706	0.63663	0.63664	0.999998	1903	0	-0.065706
PPP1R7	5	0.36357	0.56388	0.999998	1506	1	0.0037818	0.89567	0.89666	0.999998	2389	1	0.0037818
TENC1	5	0.36384	0.5641	0.999998	1507	1	-0.030407	0.93647	0.93666	0.999998	2553	0	-0.030407
GSTA4_P2	5	0.36411	0.56426	0.999998	1508	1	0.034599	0.62405	0.75706	0.999998	1872	1	0.034599
IP6K2	5	0.36431	0.56436	0.999998	1509	2	-0.044453	0.30103	0.50524	0.999998	1153	1	-0.044453
non-targeting_00210	1	0.36467	0.36428	0.974769	1510	1	-0.067824	0.63533	0.63536	0.999998	1901	0	-0.067824
non-targeting_00109	1	0.36483	0.36445	0.974769	1511	1	-0.065318	0.63517	0.63521	0.999998	1900	0	-0.065318
NEK3	5	0.36512	0.56495	0.999998	1512	2	-0.05403	0.0074701	0.030386	0.415722	205	1	-0.05403
ANXA3	5	0.36528	0.56508	0.999998	1513	2	-0.055303	0.18326	0.35521	0.999998	805	2	-0.055303
DNASE1	5	0.36626	0.56565	0.999998	1514	2	-0.010381	0.90549	0.90581	0.999998	2435	1	-0.010381
SNRK	5	0.36651	0.56581	0.999998	1515	2	0.10906	0.0051764	0.021342	0.323212	186	3	0.10906
non-targeting_00060	1	0.36698	0.36668	0.974769	1516	1	-0.068035	0.63302	0.63316	0.999998	1895	0	-0.068035
CACNA1B	5	0.36731	0.5663	0.999998	1517	1	-0.013609	0.25878	0.45601	0.999998	1023	1	-0.013609
non-targeting_00151	1	0.36798	0.36774	0.974769	1518	1	-0.12838	0.63202	0.63217	0.999998	1893	0	-0.12838
PPP1CC	5	0.36838	0.567	0.999998	1519	1	0.25401	0.07292	0.19307	0.999998	502	3	0.25401
non-targeting_00046	1	0.36875	0.36846	0.974769	1520	1	-0.11219	0.63125	0.63139	0.999998	1892	0	-0.11219
TESK1	5	0.36917	0.56756	0.999998	1521	1	0.099415	0.18501	0.35763	0.999998	811	3	0.099415
non-targeting_00110	1	0.36928	0.36904	0.974769	1522	1	-0.11567	0.63072	0.63083	0.999998	1891	0	-0.11567
IL5_P1	5	0.36934	0.56766	0.999998	1523	2	0.02042	0.83816	0.85486	0.999998	2245	1	0.02042
CHUK	5	0.3705	0.5684	0.999998	1524	1	0.07627	0.13194	0.28284	0.999998	654	2	0.07627
CTH	5	0.37077	0.56857	0.999998	1525	2	-0.038133	0.51302	0.66697	0.999998	1586	2	-0.038133
ETFDH	5	0.37209	0.56949	0.999998	1526	2	-0.0051225	0.45522	0.62151	0.999998	1450	2	-0.0051225
GRM8	5	0.37209	0.56949	0.999998	1527	2	0.12791	0.17957	0.35002	0.999998	789	3	0.12791
non-targeting_00088	1	0.37228	0.37194	0.974769	1528	1	-0.065607	0.62772	0.62757	0.999998	1883	0	-0.065607
SSH3	5	0.37236	0.56965	0.999998	1529	2	0.016278	0.87433	0.87922	0.999998	2337	1	0.016278
non-targeting_00237	1	0.37251	0.37215	0.974769	1530	1	-0.074925	0.62749	0.62731	0.999998	1881	0	-0.074925
KCNQ1	5	0.37258	0.56983	0.999998	1531	2	-0.051243	0.1134	0.25578	0.999998	604	2	-0.051243
IL2RG_P2	5	0.37368	0.57056	0.999998	1532	2	-0.019907	0.56595	0.70911	0.999998	1706	2	-0.019907
non-targeting_00101	1	0.37374	0.37345	0.974769	1533	1	-0.75529	0.62626	0.62607	0.999998	1877	0	-0.75529
ABO_P1	5	0.37474	0.57127	0.999998	1534	2	-0.012804	0.85635	0.86659	0.999998	2289	1	-0.012804
PHKA1	5	0.37485	0.57135	0.999998	1535	2	-0.08835	0.96693	0.9674	0.999998	2676	0	-0.08835
LSM6	5	0.37553	0.57185	0.999998	1536	1	1.0467	0.0015102	0.0065325	0.130282	142	4	1.0467
non-targeting_00126	1	0.37705	0.37671	0.974769	1537	1	-0.08064	0.62295	0.62252	0.999998	1870	0	-0.08064
non-targeting_00134	1	0.37797	0.37759	0.974769	1538	1	-0.067451	0.62203	0.62158	0.999998	1864	0	-0.067451
ENST00000395035.3	5	0.37816	0.5737	0.999998	1539	2	0.0	0.80649	0.83705	0.999998	2175	1	0.0
CDKL4_ENST00000378803.1	5	0.37816	0.5737	0.999998	1540	2	0.0	0.80649	0.83705	0.999998	2176	1	0.0
DCTD	5	0.37906	0.57439	0.999998	1541	2	-0.075275	0.87972	0.88329	0.999998	2353	1	-0.075275
